gene,ensembl,name,biotype,axis_membership,off_axis,novelty_tier,condition_class,best_condition,sel_confidence,evidence_tier,ad_decision_tier,best_modality,tractability,tract_sm,tract_ab,tract_pr,n_existing_drugs,max_clinical_stage,kd_mimicking_drug,example_drugs,ad_genetic,ad_overall,Tcell_log2FC_les_vs_healthy,Tcell_frac_expr_Lesional,ad_upreg_call_Tcell,AllCells_log2FC_les_vs_healthy,AllCells_frac_expr_Lesional,ad_upreg_call_AllCells,c_tractability,c_patient_upreg,c_ad_genetic,c_sel_conf,c_drug_precedent,c_offaxis,c_safety_penalty,ad_target_score
REL,ENSG00000162924,"REL proto-oncogene, NF-kB subunit",protein_coding,off_axis,True,P,late-kinetic,Stim48hr,0.608,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.5319797873967576,0.3254549848267491,,,,,,,0.0,0.0,0.5319797873967576,0.608,0.0,1.0,0.0,0.3024
SH3D19,ENSG00000109686,SH3 domain containing 19,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.48,D: tractable only,AD-5: other off-axis,antibody,0.6,0.0,0.6,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.6,0.0,0.0,0.48,0.0,1.0,0.3,0.2999
ALDH8A1,ENSG00000118514,aldehyde dehydrogenase 8 family member A1,protein_coding,off_axis,True,N,rest-restricted,Rest,0.449,E: low-tractability,AD-5: other off-axis,small_molecule,0.45,0.45,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.45,0.0,0.0,0.449,0.0,1.0,0.0,0.2998
DYNLT2,ENSG00000184786,dynein light chain Tctex-type 2,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.448,E: low-tractability,AD-5: other off-axis,antibody,0.45,0.0,0.45,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.45,0.0,0.0,0.448,0.0,1.0,0.0,0.2997
ADAT2,ENSG00000189007,adenosine deaminase tRNA specific 2,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.593,E: low-tractability,AD-5: other off-axis,small_molecule,0.35,0.35,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.35,0.0,0.0,0.593,0.0,1.0,0.0,0.2989
NELL2,ENSG00000184613,neural EGFL like 2,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.463,D: tractable only,AD-5: other off-axis,antibody,0.6,0.0,0.6,0.0,0,0.0,False,,0.0,0.0194417870595245,,,,,,,0.6,0.0,0.0,0.463,0.0,1.0,0.3,0.2975
STAU2,ENSG00000040341,staufen double-stranded RNA binding protein 2,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.505,E: low-tractability,AD-5: other off-axis,antibody,0.4,0.0,0.4,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.4,0.0,0.0,0.505,0.0,1.0,0.0,0.2968
SLC25A53,ENSG00000269743,solute carrier family 25 member 53,protein_coding,off_axis,True,N,rest-restricted,Rest,0.456,D: tractable only,AD-5: other off-axis,antibody,0.6,0.0,0.6,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.6,0.0,0.0,0.456,0.0,1.0,0.3,0.2965
SSB,ENSG00000138385,small RNA binding exonuclease protection factor La,protein_coding,off_axis,True,N,early-kinetic,Rest,0.575,E: low-tractability,AD-5: other off-axis,small_molecule,0.35,0.35,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.35,0.0,0.0,0.575,0.0,1.0,0.0,0.296
DOK3,ENSG00000146094,docking protein 3,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.445,D: tractable only,AD-5: other off-axis,antibody,0.6,0.0,0.6,0.0,0,0.0,False,,0.0,0.0192181524436044,,,,,,,0.6,0.0,0.0,0.445,0.0,1.0,0.3,0.295
CNP,ENSG00000173786,"2',3'-cyclic nucleotide 3' phosphodiesterase",protein_coding,off_axis,True,N,rest-restricted,Rest,0.581,E: low-tractability,AD-5: other off-axis,antibody,0.5,0.35,0.5,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.5,0.0,0.0,0.581,0.0,1.0,0.3,0.293
DCUN1D5,ENSG00000137692,defective in cullin neddylation 1 domain containing 5,protein_coding,off_axis,True,N,rest-restricted,Rest,0.575,E: low-tractability,AD-5: other off-axis,degrader,0.5,0.0,0.0,0.5,0,0.0,False,,0.0,0.0,,,,,,,0.5,0.0,0.0,0.575,0.0,1.0,0.3,0.2922
TSN,ENSG00000211460,translin,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.535,E: low-tractability,AD-5: other off-axis,small_molecule,0.35,0.35,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.35,0.0,0.0,0.535,0.0,1.0,0.0,0.2896
HLA-B,ENSG00000234745,"major histocompatibility complex, class I, B",protein_coding,off_axis,True,N,rest-restricted,Rest,0.442,D: tractable only,AD-5: other off-axis,small_molecule,0.7,0.7,0.65,0.0,0,0.0,False,,0.0,0.0144136143327033,,,,,,,0.7,0.0,0.0,0.442,0.0,1.0,0.5,0.287
APOE,ENSG00000130203,apolipoprotein E,protein_coding,off_axis,True,N,rest-restricted,Rest,0.434,D: tractable only,AD-5: other off-axis,small_molecule,0.7,0.7,0.65,0.0,0,0.0,False,,0.0,0.011087395640541,,,,,,,0.7,0.0,0.0,0.434,0.0,1.0,0.5,0.286
FIBP,ENSG00000172500,FGF1 intracellular binding protein,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.597,E: low-tractability,AD-5: other off-axis,antibody,0.45,0.0,0.45,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.45,0.0,0.0,0.597,0.0,1.0,0.3,0.2847
KIF3A,ENSG00000131437,kinesin family member 3A,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.536,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.470871775683604,0.2903785487191268,,,,,,,0.0,0.0,0.470871775683604,0.536,0.0,1.0,0.0,0.2811
PALS2,ENSG00000105926,"protein associated with LIN7 2, MAGUK p55 family member",protein_coding,off_axis,True,N,rest-restricted,Rest,0.568,E: low-tractability,AD-5: other off-axis,antibody,0.45,0.0,0.45,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.45,0.0,0.0,0.568,0.0,1.0,0.3,0.2806
PPP2R3C,ENSG00000092020,protein phosphatase 2 regulatory subunit B''gamma,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.495,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.4852184088845371,0.2949792143290183,,,,,,,0.0,0.0,0.4852184088845371,0.495,0.0,1.0,0.0,0.2768
CALML5,ENSG00000178372,calmodulin like 5,protein_coding,JAK_interactor,False,N,late-kinetic,Stim48hr,0.455,D: tractable only,OnAxis (IL4R/STAT6 or interactor),antibody,0.6,0.0,0.6,0.0,0,0.0,False,,0.0,0.0082026195525854,,,,,,,0.6,0.0,0.0,0.455,0.0,0.5,0.0,0.2768
TP53,ENSG00000141510,tumor protein p53,protein_coding,IL4R_STAT6_interactor,False,N,late-kinetic,Stim48hr,0.456,D: tractable only,OnAxis (IL4R/STAT6 or interactor),small_molecule,0.9,0.9,0.0,0.5,9,3.0,False,"ALRIZOMADLIN, CENERSEN, CENERSEN SODIUM, CONTUSUGENE LADENOVEC, EPRENETAPOPT",0.0,0.034590077492423,,,,,,,0.9,0.0,0.0,0.456,0.45,0.0,0.5,0.2744
APBA2,ENSG00000034053,amyloid beta precursor protein binding family A member 2,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.337,E: low-tractability,AD-5: other off-axis,antibody,0.4,0.0,0.4,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.4,0.0,0.0,0.337,0.0,1.0,0.0,0.2699
ISG20,ENSG00000172183,interferon stimulated exonuclease gene 20,protein_coding,off_axis,True,N,rest-restricted,Rest,0.409,D: tractable only,AD-5: other off-axis,small_molecule,0.7,0.7,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.7,0.0,0.0,0.409,0.0,1.0,0.6,0.2686
SOCS7,ENSG00000274211,suppressor of cytokine signaling 7,protein_coding,JAK_interactor,False,N,early-kinetic,Stim8hr,0.543,E: low-tractability,OnAxis (IL4R/STAT6 or interactor),antibody,0.45,0.0,0.45,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.45,0.0,0.0,0.543,0.0,0.5,0.0,0.2549
OVOL1,ENSG00000172818,ovo like transcriptional repressor 1,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.431,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.4015056062659657,0.2476965916877345,,,,,,,0.0,0.0,0.4015056062659657,0.431,0.0,1.0,0.0,0.2532
RBMS3,ENSG00000144642,RNA binding motif single stranded interacting protein 3,protein_coding,off_axis,True,N,rest-restricted,Rest,0.439,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.3830002767949,0.2328376637573952,,,,,,,0.0,0.0,0.3830002767949,0.439,0.0,1.0,0.0,0.2515
FKBP15,ENSG00000119321,FKBP prolyl isomerase family member 15,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.511,E: low-tractability,AD-5: other off-axis,small_molecule,0.45,0.45,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.45,0.0,0.0,0.511,0.0,1.0,0.5,0.2478
TRAFD1,ENSG00000135148,TRAF-type zinc finger domain containing 1,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.756,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.756,0.0,1.0,0.0,0.241
ZNF316,ENSG00000205903,zinc finger protein 316,protein_coding,off_axis,True,N,early-kinetic,Rest,0.75,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.75,0.0,1.0,0.0,0.24
ARMC1,ENSG00000104442,armadillo repeat containing 1,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.747,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.747,0.0,1.0,0.0,0.2395
DEDD2,ENSG00000160570,death effector domain containing 2,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.744,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.744,0.0,1.0,0.0,0.239
TTC9C,ENSG00000162222,tetratricopeptide repeat domain 9C,protein_coding,off_axis,True,N,constitutive,Stim8hr,0.742,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.742,0.0,1.0,0.0,0.2387
ZNF330,ENSG00000109445,nucleolar atypical zinc finger,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.701,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0387114346672073,0.0235338733539255,,,,,,,0.0,0.0,0.0387114346672073,0.701,0.0,1.0,0.0,0.2384
URM1,ENSG00000167118,ubiquitin related modifier 1,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.74,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.74,0.0,1.0,0.0,0.2384
POU2AF1,ENSG00000110777,POU class 2 homeobox associating factor 1,protein_coding,off_axis,True,N,activation-gated,Stim8hr,0.731,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0044349582562164,,,,,,,0.0,0.0,0.0,0.731,0.0,1.0,0.0,0.237
ZFP14,ENSG00000142065,ZFP14 zinc finger protein,protein_coding,off_axis,True,N,rest-restricted,Rest,0.73,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.007391597093694,,,,,,,0.0,0.0,0.0,0.73,0.0,1.0,0.0,0.2368
CCDC171,ENSG00000164989,coiled-coil domain containing 171,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.729,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.729,0.0,1.0,0.0,0.2366
LRIF1,ENSG00000121931,ligand dependent nuclear receptor interacting factor 1,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.729,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.729,0.0,1.0,0.0,0.2366
FRYL,ENSG00000075539,FRY like transcription coactivator,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.727,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.727,0.0,1.0,0.0,0.2363
HERC5,ENSG00000138646,HECT and RLD domain containing E3 ubiquitin protein ligase 5,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.726,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.726,0.0,1.0,0.0,0.2362
ZER1,ENSG00000160445,zyg-11 related cell cycle regulator,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.724,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.724,0.0,1.0,0.0,0.2358
ATOSA,ENSG00000047346,atos homolog A,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.724,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.724,0.0,1.0,0.0,0.2358
THUMPD2,ENSG00000138050,THUMP domain 2 tRNA and snRNA guanosine methyltransferase,protein_coding,off_axis,True,N,activation-gated,Stim8hr,0.722,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.722,0.0,1.0,0.0,0.2355
DOCK11,ENSG00000147251,dedicator of cytokinesis 11,protein_coding,off_axis,True,N,rest-restricted,Rest,0.717,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.717,0.0,1.0,0.0,0.2347
PSME2,ENSG00000100911,proteasome activator subunit 2,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.714,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.714,0.0,1.0,0.0,0.2342
LIX1L,ENSG00000271601,limb and CNS expressed 1 like,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.712,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.712,0.0,1.0,0.0,0.2339
OPA3,ENSG00000125741,outer mitochondrial membrane lipid metabolism regulator OPA3,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.711,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.711,0.0,1.0,0.0,0.2338
INPP5F,ENSG00000198825,inositol polyphosphate-5-phosphatase F,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.711,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.711,0.0,1.0,0.0,0.2338
ZNF264,ENSG00000083844,zinc finger protein 264,protein_coding,off_axis,True,N,early-kinetic,Rest,0.71,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.71,0.0,1.0,0.0,0.2336
DPH1,ENSG00000108963,diphthamide biosynthesis 1,protein_coding,off_axis,True,N,rest-restricted,Rest,0.707,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.707,0.0,1.0,0.0,0.2331
PDPR,ENSG00000090857,pyruvate dehydrogenase phosphatase regulatory subunit,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.706,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.706,0.0,1.0,0.0,0.233
CTDSP2,ENSG00000175215,CTD small phosphatase 2,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.691,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.691,0.0,1.0,0.0,0.2306
TSPYL1,ENSG00000189241,TSPY like 1,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.689,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.689,0.0,1.0,0.0,0.2302
RNF138,ENSG00000134758,ring finger protein 138,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.684,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.684,0.0,1.0,0.0,0.2294
BAZ1B,ENSG00000009954,bromodomain adjacent to zinc finger domain 1B,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.679,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.679,0.0,1.0,0.0,0.2286
LAGE3,ENSG00000196976,L antigen family member 3,protein_coding,off_axis,True,N,rest-restricted,Rest,0.678,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.678,0.0,1.0,0.0,0.2285
ALDH18A1,ENSG00000059573,aldehyde dehydrogenase 18 family member A1,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.678,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.678,0.0,1.0,0.0,0.2285
PRRC2C,ENSG00000117523,proline rich coiled-coil 2C,protein_coding,off_axis,True,N,rest-restricted,Rest,0.672,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.672,0.0,1.0,0.0,0.2275
SETD5,ENSG00000168137,SET domain containing 5,protein_coding,off_axis,True,P,early-kinetic,Rest,0.672,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.672,0.0,1.0,0.0,0.2275
RENBP,ENSG00000102032,renin binding protein,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.671,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0022174791281082,,,,,,,0.0,0.0,0.0,0.671,0.0,1.0,0.0,0.2274
RWDD1,ENSG00000111832,RWD domain containing 1,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.669,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.669,0.0,1.0,0.0,0.227
ADAT1,ENSG00000065457,adenosine deaminase tRNA specific 1,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.665,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.665,0.0,1.0,0.0,0.2264
COPS9,ENSG00000172428,COP9 signalosome subunit 9,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.665,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.665,0.0,1.0,0.0,0.2264
PRUNE1,ENSG00000143363,prune exopolyphosphatase 1,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.329,D: tractable only,AD-5: other off-axis,small_molecule,0.65,0.65,0.0,0.5,0,0.0,False,,0.1527476489096041,0.0928600000349155,,,,,,,0.65,0.0,0.1527476489096041,0.329,0.0,1.0,0.9,0.226
C20orf96,ENSG00000196476,chromosome 20 open reading frame 96,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.661,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.661,0.0,1.0,0.0,0.2258
EDF1,ENSG00000107223,endothelial differentiation related factor 1,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.66,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.66,0.0,1.0,0.0,0.2256
TSTD2,ENSG00000136925,thiosulfate sulfurtransferase like domain containing 2,protein_coding,off_axis,True,P,early-kinetic,Stim8hr,0.652,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.652,0.0,1.0,0.0,0.2243
PPP1R11,ENSG00000204619,protein phosphatase 1 regulatory inhibitor subunit 11,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.631,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.631,0.0,1.0,0.0,0.221
NSUN5,ENSG00000130305,NOP2/Sun RNA methyltransferase 5,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.629,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.629,0.0,1.0,0.0,0.2206
SRSF6,ENSG00000124193,serine and arginine rich splicing factor 6,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.627,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.627,0.0,1.0,0.0,0.2203
NHLH2,ENSG00000177551,nescient helix-loop-helix 2,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.626,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.002214183134966,,,,,,,0.0,0.0,0.0,0.626,0.0,1.0,0.0,0.2202
HSBP1,ENSG00000230989,heat shock factor binding protein 1,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.623,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.623,0.0,1.0,0.0,0.2197
TTC39C,ENSG00000168234,tetratricopeptide repeat domain 39C,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.62,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.62,0.0,1.0,0.0,0.2192
RESF1,ENSG00000174718,retroelement silencing factor 1,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.615,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.615,0.0,1.0,0.0,0.2184
SKIL,ENSG00000136603,SKI like proto-oncogene,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.612,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.612,0.0,1.0,0.0,0.2179
FBXW8,ENSG00000174989,F-box and WD repeat domain containing 8,protein_coding,off_axis,True,N,activation-gated,Stim48hr,0.61,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.61,0.0,1.0,0.0,0.2176
MTMR8,ENSG00000102043,myotubularin related protein 8,protein_coding,off_axis,True,N,rest-restricted,Rest,0.607,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.607,0.0,1.0,0.0,0.2171
LBX1,ENSG00000138136,ladybird homeobox 1,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.606,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.606,0.0,1.0,0.0,0.217
CEP162,ENSG00000135315,centrosomal protein 162,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.605,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.605,0.0,1.0,0.0,0.2168
TRIM5,ENSG00000132256,tripartite motif containing 5,protein_coding,off_axis,True,N,rest-restricted,Rest,0.604,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.604,0.0,1.0,0.0,0.2166
ARGLU1,ENSG00000134884,arginine and glutamate rich 1,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.603,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.603,0.0,1.0,0.0,0.2165
JRK,ENSG00000234616,Jrk helix-turn-helix protein,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.599,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.599,0.0,1.0,0.0,0.2158
MAMLD1,ENSG00000013619,mastermind like domain containing 1,protein_coding,off_axis,True,P,early-kinetic,Stim8hr,0.599,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.599,0.0,1.0,0.0,0.2158
CUL9,ENSG00000112659,cullin 9,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.599,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.599,0.0,1.0,0.0,0.2158
LARP4,ENSG00000161813,La ribonucleoprotein 4,protein_coding,off_axis,True,N,activation-gated,Stim48hr,0.598,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.598,0.0,1.0,0.0,0.2157
HOXC5,ENSG00000172789,homeobox C5,protein_coding,off_axis,True,P,early-kinetic,Stim8hr,0.598,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.598,0.0,1.0,0.0,0.2157
